Link_ID,QBER,Signal_Count,Decoy_Count,Attacked_Flag,Key_Loss,Source_Node,Dest_Node
Link_Node_C_Node_D,0.0146,6025,1205,0,0.0,Node_C,Node_D
Link_Node_A_Node_B,0.0208,6309,1261,0,0.0,Node_A,Node_B
Link_Node_A_Node_C,0.2512,3032,294,1,0.8114,Node_A,Node_C
Link_Node_B_Node_D,0.0187,5011,1002,0,0.0,Node_B,Node_D
Link_Node_C_Node_D,0.028,6025,1205,0,0.0,Node_C,Node_D
Link_Node_A_Node_B,0.0278,6309,1261,0,0.0,Node_A,Node_B
Link_Node_A_Node_C,0.0253,5754,1150,0,0.0,Node_A,Node_C
Link_Node_B_Node_D,0.0288,5011,1002,0,0.0,Node_B,Node_D
Link_Node_C_Node_D,0.0159,6025,1205,0,0.0,Node_C,Node_D
Link_Node_A_Node_B,0.0263,6309,1261,0,0.0,Node_A,Node_B
Link_Node_A_Node_C,0.0294,5754,1150,0,0.0,Node_A,Node_C
Link_Node_B_Node_D,0.0239,5011,1002,0,0.0,Node_B,Node_D
Link_Node_C_Node_D,0.0124,6025,1205,0,0.0,Node_C,Node_D
Link_Node_A_Node_B,0.0296,6309,1261,0,0.0,Node_A,Node_B
Link_Node_A_Node_C,0.0229,5754,1150,0,0.0,Node_A,Node_C
Link_Node_B_Node_D,0.0289,5011,1002,0,0.0,Node_B,Node_D
Link_Node_C_Node_D,0.0281,6025,1205,0,0.0,Node_C,Node_D
Link_Node_A_Node_B,0.0504,5854,1026,1,0.1121,Node_A,Node_B
Link_Node_A_Node_C,0.0212,5754,1150,0,0.0,Node_A,Node_C
Link_Node_B_Node_D,0.0265,5011,1002,0,0.0,Node_B,Node_D
Link_Node_C_Node_D,0.0176,6025,1205,0,0.0,Node_C,Node_D
Link_Node_A_Node_B,0.0243,6309,1261,0,0.0,Node_A,Node_B
Link_Node_A_Node_C,0.0269,5754,1150,0,0.0,Node_A,Node_C
Link_Node_B_Node_D,0.0133,5011,1002,0,0.0,Node_B,Node_D
Link_Node_C_Node_D,0.0264,6025,1205,0,0.0,Node_C,Node_D
Link_Node_A_Node_B,0.0292,6309,1261,0,0.0,Node_A,Node_B
Link_Node_A_Node_C,0.0228,5754,1150,0,0.0,Node_A,Node_C
Link_Node_B_Node_D,0.0243,5011,1002,0,0.0,Node_B,Node_D
Link_Node_C_Node_D,0.0141,6025,1205,0,0.0,Node_C,Node_D
Link_Node_A_Node_B,0.0248,6309,1261,0,0.0,Node_A,Node_B
Link_Node_A_Node_C,0.0139,5754,1150,0,0.0,Node_A,Node_C
Link_Node_B_Node_D,0.0231,5011,1002,0,0.0,Node_B,Node_D
Link_Node_C_Node_D,0.0224,6025,1205,0,0.0,Node_C,Node_D
Link_Node_A_Node_B,0.0231,6309,1261,0,0.0,Node_A,Node_B
Link_Node_A_Node_C,0.0278,5754,1150,0,0.0,Node_A,Node_C
Link_Node_B_Node_D,0.0207,5011,1002,0,0.0,Node_B,Node_D
Link_Node_C_Node_D,0.0135,6025,1205,0,0.0,Node_C,Node_D
Link_Node_A_Node_B,0.0296,6309,1261,0,0.0,Node_A,Node_B
Link_Node_A_Node_C,0.0116,5754,1150,0,0.0,Node_A,Node_C
Link_Node_B_Node_D,0.0202,5011,1002,0,0.0,Node_B,Node_D
Link_Node_C_Node_D,0.0226,6025,1205,0,0.0,Node_C,Node_D
Link_Node_A_Node_B,0.0233,6309,1261,0,0.0,Node_A,Node_B
Link_Node_A_Node_C,0.0255,5754,1150,0,0.0,Node_A,Node_C
Link_Node_B_Node_D,0.0221,5011,1002,0,0.0,Node_B,Node_D
Link_Node_C_Node_D,0.0176,6025,1205,0,0.0,Node_C,Node_D
Link_Node_A_Node_B,0.0106,6309,1261,0,0.0,Node_A,Node_B
Link_Node_A_Node_C,0.028,5754,1150,0,0.0,Node_A,Node_C
Link_Node_B_Node_D,0.0109,5011,1002,0,0.0,Node_B,Node_D
Link_Node_C_Node_D,0.0134,6025,1205,0,0.0,Node_C,Node_D
Link_Node_A_Node_B,0.0234,6309,1261,0,0.0,Node_A,Node_B
Link_Node_A_Node_C,0.016,5754,1150,0,0.0,Node_A,Node_C
Link_Node_B_Node_D,0.0212,5011,1002,0,0.0,Node_B,Node_D
Link_Node_C_Node_D,0.011,6025,1205,0,0.0,Node_C,Node_D
Link_Node_A_Node_B,0.0245,6309,1261,0,0.0,Node_A,Node_B
Link_Node_A_Node_C,0.0262,5754,1150,0,0.0,Node_A,Node_C
Link_Node_B_Node_D,0.0196,5011,1002,0,0.0,Node_B,Node_D
Link_Node_C_Node_D,0.0135,6025,1205,0,0.0,Node_C,Node_D
Link_Node_A_Node_B,0.0209,6309,1261,0,0.0,Node_A,Node_B
Link_Node_A_Node_C,0.0202,5754,1150,0,0.0,Node_A,Node_C
Link_Node_B_Node_D,0.0271,5011,1002,0,0.0,Node_B,Node_D
Link_Node_C_Node_D,0.011,6025,1205,0,0.0,Node_C,Node_D
Link_Node_A_Node_B,0.0113,6309,1261,0,0.0,Node_A,Node_B
Link_Node_A_Node_C,0.0165,5754,1150,0,0.0,Node_A,Node_C
Link_Node_B_Node_D,0.0222,5011,1002,0,0.0,Node_B,Node_D
Link_Node_C_Node_D,0.0278,6025,1205,0,0.0,Node_C,Node_D
Link_Node_A_Node_B,0.0174,6309,1261,0,0.0,Node_A,Node_B
Link_Node_A_Node_C,0.0214,5754,1150,0,0.0,Node_A,Node_C
Link_Node_B_Node_D,0.2403,2403,299,1,0.9762,Node_B,Node_D
Link_Node_C_Node_D,0.0565,5662,1017,1,0.1843,Node_C,Node_D
Link_Node_A_Node_B,0.0224,6309,1261,0,0.0,Node_A,Node_B
Link_Node_A_Node_C,0.0175,5754,1150,0,0.0,Node_A,Node_C
Link_Node_B_Node_D,0.0293,5011,1002,0,0.0,Node_B,Node_D
Link_Node_C_Node_D,0.0156,6025,1205,0,0.0,Node_C,Node_D
Link_Node_A_Node_B,0.0156,6309,1261,0,0.0,Node_A,Node_B
Link_Node_A_Node_C,0.0109,5754,1150,0,0.0,Node_A,Node_C
Link_Node_B_Node_D,0.0163,5011,1002,0,0.0,Node_B,Node_D
Link_Node_C_Node_D,0.0266,6025,1205,0,0.0,Node_C,Node_D
Link_Node_A_Node_B,0.0228,6309,1261,0,0.0,Node_A,Node_B
Link_Node_A_Node_C,0.022,5754,1150,0,0.0,Node_A,Node_C
Link_Node_B_Node_D,0.0297,5011,1002,0,0.0,Node_B,Node_D
Link_Node_C_Node_D,0.0254,6025,1205,0,0.0,Node_C,Node_D
Link_Node_A_Node_B,0.0297,6309,1261,0,0.0,Node_A,Node_B
Link_Node_A_Node_C,0.0282,5754,1150,0,0.0,Node_A,Node_C
Link_Node_B_Node_D,0.0123,5011,1002,0,0.0,Node_B,Node_D
Link_Node_C_Node_D,0.0192,6025,1205,0,0.0,Node_C,Node_D
Link_Node_A_Node_B,0.0107,6309,1261,0,0.0,Node_A,Node_B
Link_Node_A_Node_C,0.016,5754,1150,0,0.0,Node_A,Node_C
Link_Node_B_Node_D,0.0299,5011,1002,0,0.0,Node_B,Node_D
Link_Node_C_Node_D,0.0174,6025,1205,0,0.0,Node_C,Node_D
Link_Node_A_Node_B,0.0279,6309,1261,0,0.0,Node_A,Node_B
Link_Node_A_Node_C,0.0267,5754,1150,0,0.0,Node_A,Node_C
Link_Node_B_Node_D,0.0176,5011,1002,0,0.0,Node_B,Node_D
Link_Node_C_Node_D,0.0296,6025,1205,0,0.0,Node_C,Node_D
Link_Node_A_Node_B,0.028,6309,1261,0,0.0,Node_A,Node_B
Link_Node_A_Node_C,0.0491,5151,852,1,0.2929,Node_A,Node_C
Link_Node_B_Node_D,0.0256,5011,1002,0,0.0,Node_B,Node_D
Link_Node_C_Node_D,0.0143,6025,1205,0,0.0,Node_C,Node_D
Link_Node_A_Node_B,0.0175,6309,1261,0,0.0,Node_A,Node_B
Link_Node_A_Node_C,0.0172,5754,1150,0,0.0,Node_A,Node_C
Link_Node_B_Node_D,0.0292,5011,1002,0,0.0,Node_B,Node_D
Link_Node_C_Node_D,0.0158,6025,1205,0,0.0,Node_C,Node_D
Link_Node_A_Node_B,0.021,6309,1261,0,0.0,Node_A,Node_B
Link_Node_A_Node_C,0.0212,5754,1150,0,0.0,Node_A,Node_C
Link_Node_B_Node_D,0.2525,2953,275,1,0.9741,Node_B,Node_D
Link_Node_C_Node_D,0.0155,6025,1205,0,0.0,Node_C,Node_D
Link_Node_A_Node_B,0.0211,6309,1261,0,0.0,Node_A,Node_B
Link_Node_A_Node_C,0.0215,5754,1150,0,0.0,Node_A,Node_C
Link_Node_B_Node_D,0.0276,5011,1002,0,0.0,Node_B,Node_D
Link_Node_C_Node_D,0.0297,6025,1205,0,0.0,Node_C,Node_D
Link_Node_A_Node_B,0.0241,6309,1261,0,0.0,Node_A,Node_B
Link_Node_A_Node_C,0.0218,5754,1150,0,0.0,Node_A,Node_C
Link_Node_B_Node_D,0.0203,5011,1002,0,0.0,Node_B,Node_D
Link_Node_C_Node_D,0.0289,6025,1205,0,0.0,Node_C,Node_D
Link_Node_A_Node_B,0.0278,6309,1261,0,0.0,Node_A,Node_B
Link_Node_A_Node_C,0.0148,5754,1150,0,0.0,Node_A,Node_C
Link_Node_B_Node_D,0.0133,5011,1002,0,0.0,Node_B,Node_D
Link_Node_C_Node_D,0.019,6025,1205,0,0.0,Node_C,Node_D
Link_Node_A_Node_B,0.2337,2735,314,1,0.9301,Node_A,Node_B
Link_Node_A_Node_C,0.0145,5754,1150,0,0.0,Node_A,Node_C
Link_Node_B_Node_D,0.016,5011,1002,0,0.0,Node_B,Node_D
Link_Node_C_Node_D,0.0262,6025,1205,0,0.0,Node_C,Node_D
Link_Node_A_Node_B,0.1702,3081,269,1,0.8212,Node_A,Node_B
Link_Node_A_Node_C,0.0269,5754,1150,0,0.0,Node_A,Node_C
Link_Node_B_Node_D,0.0273,5011,1002,0,0.0,Node_B,Node_D
Link_Node_C_Node_D,0.0176,6025,1205,0,0.0,Node_C,Node_D
Link_Node_A_Node_B,0.0187,6309,1261,0,0.0,Node_A,Node_B
Link_Node_A_Node_C,0.053,5210,885,1,0.2919,Node_A,Node_C
Link_Node_B_Node_D,0.0183,5011,1002,0,0.0,Node_B,Node_D
Link_Node_C_Node_D,0.0107,6025,1205,0,0.0,Node_C,Node_D
Link_Node_A_Node_B,0.0105,6309,1261,0,0.0,Node_A,Node_B
Link_Node_A_Node_C,0.0282,5754,1150,0,0.0,Node_A,Node_C
Link_Node_B_Node_D,0.0157,5011,1002,0,0.0,Node_B,Node_D
Link_Node_C_Node_D,0.0161,6025,1205,0,0.0,Node_C,Node_D
Link_Node_A_Node_B,0.0115,6309,1261,0,0.0,Node_A,Node_B
Link_Node_A_Node_C,0.0119,5754,1150,0,0.0,Node_A,Node_C
Link_Node_B_Node_D,0.0201,5011,1002,0,0.0,Node_B,Node_D
Link_Node_C_Node_D,0.0105,6025,1205,0,0.0,Node_C,Node_D
Link_Node_A_Node_B,0.0168,6309,1261,0,0.0,Node_A,Node_B
Link_Node_A_Node_C,0.0293,5754,1150,0,0.0,Node_A,Node_C
Link_Node_B_Node_D,0.0266,5011,1002,0,0.0,Node_B,Node_D
Link_Node_C_Node_D,0.0234,6025,1205,0,0.0,Node_C,Node_D
Link_Node_A_Node_B,0.0299,6309,1261,0,0.0,Node_A,Node_B
Link_Node_A_Node_C,0.0143,5754,1150,0,0.0,Node_A,Node_C
Link_Node_B_Node_D,0.0217,5011,1002,0,0.0,Node_B,Node_D
Link_Node_C_Node_D,0.0212,6025,1205,0,0.0,Node_C,Node_D
Link_Node_A_Node_B,0.0281,6309,1261,0,0.0,Node_A,Node_B
Link_Node_A_Node_C,0.0118,5754,1150,0,0.0,Node_A,Node_C
Link_Node_B_Node_D,0.0224,5011,1002,0,0.0,Node_B,Node_D
Link_Node_C_Node_D,0.0179,6025,1205,0,0.0,Node_C,Node_D
Link_Node_A_Node_B,0.0268,6309,1261,0,0.0,Node_A,Node_B
Link_Node_A_Node_C,0.0143,5754,1150,0,0.0,Node_A,Node_C
Link_Node_B_Node_D,0.017,5011,1002,0,0.0,Node_B,Node_D
Link_Node_C_Node_D,0.0224,6025,1205,0,0.0,Node_C,Node_D
Link_Node_A_Node_B,0.0269,6309,1261,0,0.0,Node_A,Node_B
Link_Node_A_Node_C,0.0113,5754,1150,0,0.0,Node_A,Node_C
Link_Node_B_Node_D,0.0292,5011,1002,0,0.0,Node_B,Node_D
Link_Node_C_Node_D,0.0234,6025,1205,0,0.0,Node_C,Node_D
Link_Node_A_Node_B,0.0111,6309,1261,0,0.0,Node_A,Node_B
Link_Node_A_Node_C,0.0261,5754,1150,0,0.0,Node_A,Node_C
Link_Node_B_Node_D,0.017,5011,1002,0,0.0,Node_B,Node_D
Link_Node_C_Node_D,0.2328,3132,200,1,0.907,Node_C,Node_D
Link_Node_A_Node_B,0.0195,6309,1261,0,0.0,Node_A,Node_B
Link_Node_A_Node_C,0.1979,2671,146,1,0.9773,Node_A,Node_C
Link_Node_B_Node_D,0.0234,5011,1002,0,0.0,Node_B,Node_D
Link_Node_C_Node_D,0.0283,6025,1205,0,0.0,Node_C,Node_D
Link_Node_A_Node_B,0.0138,6309,1261,0,0.0,Node_A,Node_B
Link_Node_A_Node_C,0.0108,5754,1150,0,0.0,Node_A,Node_C
Link_Node_B_Node_D,0.0258,5011,1002,0,0.0,Node_B,Node_D
Link_Node_C_Node_D,0.0157,6025,1205,0,0.0,Node_C,Node_D
Link_Node_A_Node_B,0.0281,6309,1261,0,0.0,Node_A,Node_B
Link_Node_A_Node_C,0.0187,5754,1150,0,0.0,Node_A,Node_C
Link_Node_B_Node_D,0.0226,5011,1002,0,0.0,Node_B,Node_D
Link_Node_C_Node_D,0.0106,6025,1205,0,0.0,Node_C,Node_D
Link_Node_A_Node_B,0.0294,6309,1261,0,0.0,Node_A,Node_B
Link_Node_A_Node_C,0.0278,5754,1150,0,0.0,Node_A,Node_C
Link_Node_B_Node_D,0.0236,5011,1002,0,0.0,Node_B,Node_D
Link_Node_C_Node_D,0.0275,6025,1205,0,0.0,Node_C,Node_D
Link_Node_A_Node_B,0.0102,6309,1261,0,0.0,Node_A,Node_B
Link_Node_A_Node_C,0.019,5754,1150,0,0.0,Node_A,Node_C
Link_Node_B_Node_D,0.0118,5011,1002,0,0.0,Node_B,Node_D
Link_Node_C_Node_D,0.0114,6025,1205,0,0.0,Node_C,Node_D
Link_Node_A_Node_B,0.0366,5857,947,1,0.1509,Node_A,Node_B
Link_Node_A_Node_C,0.2006,3230,194,1,0.8396,Node_A,Node_C
Link_Node_B_Node_D,0.0299,5011,1002,0,0.0,Node_B,Node_D
Link_Node_C_Node_D,0.2548,2814,319,1,0.9216,Node_C,Node_D
Link_Node_A_Node_B,0.0247,6309,1261,0,0.0,Node_A,Node_B
Link_Node_A_Node_C,0.0292,5754,1150,0,0.0,Node_A,Node_C
Link_Node_B_Node_D,0.0231,5011,1002,0,0.0,Node_B,Node_D
Link_Node_C_Node_D,0.0181,6025,1205,0,0.0,Node_C,Node_D
Link_Node_A_Node_B,0.0135,6309,1261,0,0.0,Node_A,Node_B
Link_Node_A_Node_C,0.021,5754,1150,0,0.0,Node_A,Node_C
Link_Node_B_Node_D,0.0159,5011,1002,0,0.0,Node_B,Node_D
Link_Node_C_Node_D,0.0229,6025,1205,0,0.0,Node_C,Node_D
Link_Node_A_Node_B,0.0389,5372,1059,1,0.1431,Node_A,Node_B
Link_Node_A_Node_C,0.0165,5754,1150,0,0.0,Node_A,Node_C
Link_Node_B_Node_D,0.0157,5011,1002,0,0.0,Node_B,Node_D
Link_Node_C_Node_D,0.058,5426,912,1,0.107,Node_C,Node_D
Link_Node_A_Node_B,0.0103,6309,1261,0,0.0,Node_A,Node_B
Link_Node_A_Node_C,0.0253,5754,1150,0,0.0,Node_A,Node_C
Link_Node_B_Node_D,0.0107,5011,1002,0,0.0,Node_B,Node_D
Link_Node_C_Node_D,0.0137,6025,1205,0,0.0,Node_C,Node_D
Link_Node_A_Node_B,0.0153,6309,1261,0,0.0,Node_A,Node_B
Link_Node_A_Node_C,0.0188,5754,1150,0,0.0,Node_A,Node_C
Link_Node_B_Node_D,0.0275,5011,1002,0,0.0,Node_B,Node_D
Link_Node_C_Node_D,0.0117,6025,1205,0,0.0,Node_C,Node_D
Link_Node_A_Node_B,0.0212,6309,1261,0,0.0,Node_A,Node_B
Link_Node_A_Node_C,0.0279,5754,1150,0,0.0,Node_A,Node_C
Link_Node_B_Node_D,0.013,5011,1002,0,0.0,Node_B,Node_D
Link_Node_C_Node_D,0.0296,6025,1205,0,0.0,Node_C,Node_D
Link_Node_A_Node_B,0.0176,6309,1261,0,0.0,Node_A,Node_B
Link_Node_A_Node_C,0.0737,5215,860,1,0.1994,Node_A,Node_C
Link_Node_B_Node_D,0.01,5011,1002,0,0.0,Node_B,Node_D
Link_Node_C_Node_D,0.0689,5678,991,1,0.1622,Node_C,Node_D
Link_Node_A_Node_B,0.022,6309,1261,0,0.0,Node_A,Node_B
Link_Node_A_Node_C,0.0115,5754,1150,0,0.0,Node_A,Node_C
Link_Node_B_Node_D,0.018,5011,1002,0,0.0,Node_B,Node_D
Link_Node_C_Node_D,0.0208,6025,1205,0,0.0,Node_C,Node_D
Link_Node_A_Node_B,0.022,6309,1261,0,0.0,Node_A,Node_B
Link_Node_A_Node_C,0.0251,5754,1150,0,0.0,Node_A,Node_C
Link_Node_B_Node_D,0.0244,5011,1002,0,0.0,Node_B,Node_D
Link_Node_C_Node_D,0.0338,5124,899,1,0.114,Node_C,Node_D
Link_Node_A_Node_B,0.017,6309,1261,0,0.0,Node_A,Node_B
Link_Node_A_Node_C,0.019,5754,1150,0,0.0,Node_A,Node_C
Link_Node_B_Node_D,0.022,5011,1002,0,0.0,Node_B,Node_D
Link_Node_C_Node_D,0.0274,6025,1205,0,0.0,Node_C,Node_D
Link_Node_A_Node_B,0.0255,6309,1261,0,0.0,Node_A,Node_B
Link_Node_A_Node_C,0.2431,3082,317,1,0.8159,Node_A,Node_C
Link_Node_B_Node_D,0.0284,5011,1002,0,0.0,Node_B,Node_D
Link_Node_C_Node_D,0.18,3213,262,1,0.9402,Node_C,Node_D
Link_Node_A_Node_B,0.0298,6309,1261,0,0.0,Node_A,Node_B
Link_Node_A_Node_C,0.0284,5754,1150,0,0.0,Node_A,Node_C
Link_Node_B_Node_D,0.0273,5011,1002,0,0.0,Node_B,Node_D
Link_Node_C_Node_D,0.0146,6025,1205,0,0.0,Node_C,Node_D
Link_Node_A_Node_B,0.0288,6309,1261,0,0.0,Node_A,Node_B
Link_Node_A_Node_C,0.0282,5754,1150,0,0.0,Node_A,Node_C
Link_Node_B_Node_D,0.0205,5011,1002,0,0.0,Node_B,Node_D
Link_Node_C_Node_D,0.0208,6025,1205,0,0.0,Node_C,Node_D
Link_Node_A_Node_B,0.2014,2784,311,1,0.8497,Node_A,Node_B
Link_Node_A_Node_C,0.0213,5754,1150,0,0.0,Node_A,Node_C
Link_Node_B_Node_D,0.0293,5011,1002,0,0.0,Node_B,Node_D
Link_Node_C_Node_D,0.0259,6025,1205,0,0.0,Node_C,Node_D
Link_Node_A_Node_B,0.0168,6309,1261,0,0.0,Node_A,Node_B
Link_Node_A_Node_C,0.0296,5754,1150,0,0.0,Node_A,Node_C
Link_Node_B_Node_D,0.0235,5011,1002,0,0.0,Node_B,Node_D
Link_Node_C_Node_D,0.0261,6025,1205,0,0.0,Node_C,Node_D
Link_Node_A_Node_B,0.021,6309,1261,0,0.0,Node_A,Node_B
Link_Node_A_Node_C,0.023,5754,1150,0,0.0,Node_A,Node_C
Link_Node_B_Node_D,0.0282,5011,1002,0,0.0,Node_B,Node_D
Link_Node_C_Node_D,0.0264,6025,1205,0,0.0,Node_C,Node_D
Link_Node_A_Node_B,0.0246,6309,1261,0,0.0,Node_A,Node_B
Link_Node_A_Node_C,0.0116,5754,1150,0,0.0,Node_A,Node_C
Link_Node_B_Node_D,0.0471,4554,802,1,0.2589,Node_B,Node_D
Link_Node_C_Node_D,0.0261,6025,1205,0,0.0,Node_C,Node_D
Link_Node_A_Node_B,0.0136,6309,1261,0,0.0,Node_A,Node_B
Link_Node_A_Node_C,0.0184,5754,1150,0,0.0,Node_A,Node_C
Link_Node_B_Node_D,0.0225,5011,1002,0,0.0,Node_B,Node_D
Link_Node_C_Node_D,0.0229,6025,1205,0,0.0,Node_C,Node_D
Link_Node_A_Node_B,0.0109,6309,1261,0,0.0,Node_A,Node_B
Link_Node_A_Node_C,0.014,5754,1150,0,0.0,Node_A,Node_C
Link_Node_B_Node_D,0.0168,5011,1002,0,0.0,Node_B,Node_D
Link_Node_C_Node_D,0.065,5143,1005,1,0.2885,Node_C,Node_D
Link_Node_A_Node_B,0.2374,3764,194,1,0.8171,Node_A,Node_B
Link_Node_A_Node_C,0.0133,5754,1150,0,0.0,Node_A,Node_C
Link_Node_B_Node_D,0.0515,4294,838,1,0.1387,Node_B,Node_D
Link_Node_C_Node_D,0.061,5408,1008,1,0.2275,Node_C,Node_D
Link_Node_A_Node_B,0.0137,6309,1261,0,0.0,Node_A,Node_B
Link_Node_A_Node_C,0.2403,2548,264,1,0.8346,Node_A,Node_C
Link_Node_B_Node_D,0.0121,5011,1002,0,0.0,Node_B,Node_D
Link_Node_C_Node_D,0.0216,6025,1205,0,0.0,Node_C,Node_D
Link_Node_A_Node_B,0.0538,5757,976,1,0.1421,Node_A,Node_B
Link_Node_A_Node_C,0.0139,5754,1150,0,0.0,Node_A,Node_C
Link_Node_B_Node_D,0.2179,2181,245,1,0.8382,Node_B,Node_D
Link_Node_C_Node_D,0.0231,6025,1205,0,0.0,Node_C,Node_D
Link_Node_A_Node_B,0.0229,6309,1261,0,0.0,Node_A,Node_B
Link_Node_A_Node_C,0.0495,5298,889,1,0.1453,Node_A,Node_C
Link_Node_B_Node_D,0.0198,5011,1002,0,0.0,Node_B,Node_D
Link_Node_C_Node_D,0.0187,6025,1205,0,0.0,Node_C,Node_D
Link_Node_A_Node_B,0.0223,6309,1261,0,0.0,Node_A,Node_B
Link_Node_A_Node_C,0.0243,5754,1150,0,0.0,Node_A,Node_C
Link_Node_B_Node_D,0.0185,5011,1002,0,0.0,Node_B,Node_D
Link_Node_C_Node_D,0.0103,6025,1205,0,0.0,Node_C,Node_D
Link_Node_A_Node_B,0.0712,5614,1020,1,0.1924,Node_A,Node_B
Link_Node_A_Node_C,0.0271,5754,1150,0,0.0,Node_A,Node_C
Link_Node_B_Node_D,0.0191,5011,1002,0,0.0,Node_B,Node_D
Link_Node_C_Node_D,0.0219,6025,1205,0,0.0,Node_C,Node_D
Link_Node_A_Node_B,0.0209,6309,1261,0,0.0,Node_A,Node_B
Link_Node_A_Node_C,0.0489,5164,819,1,0.1436,Node_A,Node_C
Link_Node_B_Node_D,0.0264,5011,1002,0,0.0,Node_B,Node_D
Link_Node_C_Node_D,0.0102,6025,1205,0,0.0,Node_C,Node_D
Link_Node_A_Node_B,0.0152,6309,1261,0,0.0,Node_A,Node_B
Link_Node_A_Node_C,0.0299,5754,1150,0,0.0,Node_A,Node_C
Link_Node_B_Node_D,0.0287,5011,1002,0,0.0,Node_B,Node_D
Link_Node_C_Node_D,0.0108,6025,1205,0,0.0,Node_C,Node_D
Link_Node_A_Node_B,0.0255,6309,1261,0,0.0,Node_A,Node_B
Link_Node_A_Node_C,0.0218,5754,1150,0,0.0,Node_A,Node_C
Link_Node_B_Node_D,0.0265,5011,1002,0,0.0,Node_B,Node_D
Link_Node_C_Node_D,0.0179,6025,1205,0,0.0,Node_C,Node_D
Link_Node_A_Node_B,0.0208,6309,1261,0,0.0,Node_A,Node_B
Link_Node_A_Node_C,0.065,5004,966,1,0.2793,Node_A,Node_C
Link_Node_B_Node_D,0.029,5011,1002,0,0.0,Node_B,Node_D
Link_Node_C_Node_D,0.028,6025,1205,0,0.0,Node_C,Node_D
Link_Node_A_Node_B,0.0136,6309,1261,0,0.0,Node_A,Node_B
Link_Node_A_Node_C,0.0166,5754,1150,0,0.0,Node_A,Node_C
Link_Node_B_Node_D,0.0108,5011,1002,0,0.0,Node_B,Node_D
Link_Node_C_Node_D,0.0245,6025,1205,0,0.0,Node_C,Node_D
Link_Node_A_Node_B,0.0182,6309,1261,0,0.0,Node_A,Node_B
Link_Node_A_Node_C,0.0119,5754,1150,0,0.0,Node_A,Node_C
Link_Node_B_Node_D,0.0176,5011,1002,0,0.0,Node_B,Node_D
Link_Node_C_Node_D,0.0179,6025,1205,0,0.0,Node_C,Node_D
Link_Node_A_Node_B,0.0576,5478,1046,1,0.2645,Node_A,Node_B
Link_Node_A_Node_C,0.0133,5754,1150,0,0.0,Node_A,Node_C
Link_Node_B_Node_D,0.0243,5011,1002,0,0.0,Node_B,Node_D
Link_Node_C_Node_D,0.0233,6025,1205,0,0.0,Node_C,Node_D
Link_Node_A_Node_B,0.0201,6309,1261,0,0.0,Node_A,Node_B
Link_Node_A_Node_C,0.019,5754,1150,0,0.0,Node_A,Node_C
Link_Node_B_Node_D,0.0118,5011,1002,0,0.0,Node_B,Node_D
Link_Node_C_Node_D,0.0176,6025,1205,0,0.0,Node_C,Node_D
Link_Node_A_Node_B,0.0242,6309,1261,0,0.0,Node_A,Node_B
Link_Node_A_Node_C,0.0122,5754,1150,0,0.0,Node_A,Node_C
Link_Node_B_Node_D,0.0232,5011,1002,0,0.0,Node_B,Node_D
Link_Node_C_Node_D,0.0197,6025,1205,0,0.0,Node_C,Node_D
Link_Node_A_Node_B,0.0294,6309,1261,0,0.0,Node_A,Node_B
Link_Node_A_Node_C,0.1974,2317,279,1,0.8526,Node_A,Node_C
Link_Node_B_Node_D,0.0283,5011,1002,0,0.0,Node_B,Node_D
Link_Node_C_Node_D,0.016,6025,1205,0,0.0,Node_C,Node_D
Link_Node_A_Node_B,0.0195,6309,1261,0,0.0,Node_A,Node_B
Link_Node_A_Node_C,0.0211,5754,1150,0,0.0,Node_A,Node_C
Link_Node_B_Node_D,0.0255,5011,1002,0,0.0,Node_B,Node_D
Link_Node_C_Node_D,0.0173,6025,1205,0,0.0,Node_C,Node_D
Link_Node_A_Node_B,0.0273,6309,1261,0,0.0,Node_A,Node_B
Link_Node_A_Node_C,0.0278,5754,1150,0,0.0,Node_A,Node_C
Link_Node_B_Node_D,0.0122,5011,1002,0,0.0,Node_B,Node_D
Link_Node_C_Node_D,0.0251,6025,1205,0,0.0,Node_C,Node_D
Link_Node_A_Node_B,0.2148,3744,250,1,0.9976,Node_A,Node_B
Link_Node_A_Node_C,0.0155,5754,1150,0,0.0,Node_A,Node_C
Link_Node_B_Node_D,0.0155,5011,1002,0,0.0,Node_B,Node_D
Link_Node_C_Node_D,0.0179,6025,1205,0,0.0,Node_C,Node_D
Link_Node_A_Node_B,0.0221,6309,1261,0,0.0,Node_A,Node_B
Link_Node_A_Node_C,0.0455,4923,970,1,0.2179,Node_A,Node_C
Link_Node_B_Node_D,0.028,5011,1002,0,0.0,Node_B,Node_D
Link_Node_C_Node_D,0.0216,6025,1205,0,0.0,Node_C,Node_D
Link_Node_A_Node_B,0.0281,6309,1261,0,0.0,Node_A,Node_B
Link_Node_A_Node_C,0.0271,5754,1150,0,0.0,Node_A,Node_C
Link_Node_B_Node_D,0.0213,5011,1002,0,0.0,Node_B,Node_D
Link_Node_C_Node_D,0.0109,6025,1205,0,0.0,Node_C,Node_D
Link_Node_A_Node_B,0.0109,6309,1261,0,0.0,Node_A,Node_B
Link_Node_A_Node_C,0.024,5754,1150,0,0.0,Node_A,Node_C
Link_Node_B_Node_D,0.0273,5011,1002,0,0.0,Node_B,Node_D
Link_Node_C_Node_D,0.0166,6025,1205,0,0.0,Node_C,Node_D
