Link_ID,QBER,Signal_Count,Decoy_Count,Attacked_Flag,Key_Loss,Source_Node,Dest_Node,Secure_Key_Rate,Key_Rate_Cost
Link_Node_A_Node_C,0.0142,5754,1150,0,0.0,Node_A,Node_C,0.265045,0.0
Link_Node_B_Node_D,0.0165,5011,1002,0,0.0,Node_B,Node_D,0.221871,0.0
Link_Node_C_Node_D,0.0175,6025,1205,0,0.0,Node_C,Node_D,0.262205,0.0
Link_Node_A_Node_B,0.0143,6309,1261,0,0.0,Node_A,Node_B,0.290113,0.0
Link_Node_A_Node_C,0.0135,5754,1150,0,0.0,Node_A,Node_C,0.268257,0.0
Link_Node_B_Node_D,0.0177,5011,1002,0,0.0,Node_B,Node_D,0.217316,0.0
Link_Node_C_Node_D,0.0285,6025,1205,0,0.0,Node_C,Node_D,0.215629,0.035428
Link_Node_A_Node_B,0.0202,6309,1261,0,0.0,Node_A,Node_B,0.261947,0.000917
Link_Node_A_Node_C,0.0179,5754,1150,0,0.0,Node_A,Node_C,0.248654,0.0
Link_Node_B_Node_D,0.022,5011,1002,0,0.0,Node_B,Node_D,0.201598,0.0072
Link_Node_C_Node_D,0.0152,6025,1205,0,0.0,Node_C,Node_D,0.272823,0.0
Link_Node_A_Node_B,0.0107,6309,1261,0,0.0,Node_A,Node_B,0.308681,0.0
Link_Node_A_Node_C,0.0193,5754,1150,0,0.0,Node_A,Node_C,0.242682,0.0
Link_Node_B_Node_D,0.0218,5011,1002,0,0.0,Node_B,Node_D,0.20231,0.006488
Link_Node_C_Node_D,0.0236,6025,1205,0,0.0,Node_C,Node_D,0.235627,0.015431
Link_Node_A_Node_B,0.03,6309,1261,0,0.0,Node_A,Node_B,0.219573,0.043291
Link_Node_A_Node_C,0.0263,5754,1150,0,0.0,Node_A,Node_C,0.214354,0.025383
Link_Node_B_Node_D,0.0209,5011,1002,0,0.0,Node_B,Node_D,0.205535,0.003263
Link_Node_C_Node_D,0.0212,6025,1205,0,0.0,Node_C,Node_D,0.245837,0.00522
Link_Node_A_Node_B,0.0108,6309,1261,0,0.0,Node_A,Node_B,0.308148,0.0
Link_Node_A_Node_C,0.0278,5754,1150,0,0.0,Node_A,Node_C,0.208573,0.031164
Link_Node_B_Node_D,0.0189,5011,1002,0,0.0,Node_B,Node_D,0.212838,0.0
Link_Node_C_Node_D,0.0207,6025,1205,0,0.0,Node_C,Node_D,0.248003,0.003055
Link_Node_A_Node_B,0.0264,6309,1261,0,0.0,Node_A,Node_B,0.234607,0.028257
Link_Node_A_Node_C,0.0291,5754,1150,0,0.0,Node_A,Node_C,0.203636,0.036102
Link_Node_B_Node_D,0.0218,5011,1002,0,0.0,Node_B,Node_D,0.20231,0.006488
Link_Node_C_Node_D,0.0132,6025,1205,0,0.0,Node_C,Node_D,0.282378,0.0
Link_Node_A_Node_B,0.0218,6309,1261,0,0.0,Node_A,Node_B,0.254696,0.008168
Link_Node_A_Node_C,0.0144,5754,1150,0,0.0,Node_A,Node_C,0.264134,0.0
Link_Node_B_Node_D,0.0221,5011,1002,0,0.0,Node_B,Node_D,0.201243,0.007555
Link_Node_C_Node_D,0.0133,6025,1205,0,0.0,Node_C,Node_D,0.281893,0.0
Link_Node_A_Node_B,0.0487,5550,933,1,0.1336,Node_A,Node_B,0.12751,0.097609
Link_Node_A_Node_C,0.0131,5754,1150,0,0.0,Node_A,Node_C,0.27011,0.0
Link_Node_B_Node_D,0.0456,4738,714,1,0.1616,Node_B,Node_D,0.115149,0.074169
Link_Node_C_Node_D,0.0293,6025,1205,0,0.0,Node_C,Node_D,0.212462,0.038596
Link_Node_A_Node_B,0.0222,6309,1261,0,0.0,Node_A,Node_B,0.252906,0.009958
Link_Node_A_Node_C,0.0135,5754,1150,0,0.0,Node_A,Node_C,0.268257,0.0
Link_Node_B_Node_D,0.0144,5011,1002,0,0.0,Node_B,Node_D,0.230046,0.0
Link_Node_C_Node_D,0.2017,2723,305,1,0.8757,Node_C,Node_D,0.0,0.105146
Link_Node_A_Node_B,0.012,6309,1261,0,0.0,Node_A,Node_B,0.301831,0.0
Link_Node_A_Node_C,0.0108,5754,1150,0,0.0,Node_A,Node_C,0.281037,0.0
Link_Node_B_Node_D,0.0215,5011,1002,0,0.0,Node_B,Node_D,0.203381,0.005417
Link_Node_C_Node_D,0.0194,6025,1205,0,0.0,Node_C,Node_D,0.253699,0.0
Link_Node_A_Node_B,0.0249,6309,1261,0,0.0,Node_A,Node_B,0.241042,0.021822
Link_Node_A_Node_C,0.0233,5754,1150,0,0.0,Node_A,Node_C,0.226206,0.013532
Link_Node_B_Node_D,0.018,5011,1002,0,0.0,Node_B,Node_D,0.216189,0.0
Link_Node_C_Node_D,0.0191,6025,1205,0,0.0,Node_C,Node_D,0.255027,0.0
Link_Node_A_Node_B,0.0167,6309,1261,0,0.0,Node_A,Node_B,0.278359,0.0
Link_Node_A_Node_C,0.0187,5754,1150,0,0.0,Node_A,Node_C,0.245227,0.0
Link_Node_B_Node_D,0.0133,5011,1002,0,0.0,Node_B,Node_D,0.234443,0.0
Link_Node_C_Node_D,0.0287,6025,1205,0,0.0,Node_C,Node_D,0.214835,0.036223
Link_Node_A_Node_B,0.0297,6309,1261,0,0.0,Node_A,Node_B,0.220805,0.042059
Link_Node_A_Node_C,0.0507,4901,931,1,0.1128,Node_A,Node_C,0.109343,0.09317
Link_Node_B_Node_D,0.0228,5011,1002,0,0.0,Node_B,Node_D,0.198768,0.01003
Link_Node_C_Node_D,0.0173,6025,1205,0,0.0,Node_C,Node_D,0.263114,0.0
Link_Node_A_Node_B,0.011,6309,1261,0,0.0,Node_A,Node_B,0.307085,0.0
Link_Node_A_Node_C,0.0136,5754,1150,0,0.0,Node_A,Node_C,0.267796,0.0
Link_Node_B_Node_D,0.0238,5011,1002,0,0.0,Node_B,Node_D,0.195268,0.01353
Link_Node_C_Node_D,0.0213,6025,1205,0,0.0,Node_C,Node_D,0.245406,0.005652
Link_Node_A_Node_B,0.0218,6309,1261,0,0.0,Node_A,Node_B,0.254696,0.008168
Link_Node_A_Node_C,0.0169,5754,1150,0,0.0,Node_A,Node_C,0.252994,0.0
Link_Node_B_Node_D,0.0231,5011,1002,0,0.0,Node_B,Node_D,0.197714,0.011084
Link_Node_C_Node_D,0.0473,5238,993,1,0.1918,Node_C,Node_D,0.126614,0.089754
Link_Node_A_Node_B,0.2556,3090,278,1,0.9436,Node_A,Node_B,0.0,0.116952
Link_Node_A_Node_C,0.0194,5754,1150,0,0.0,Node_A,Node_C,0.242259,0.0
Link_Node_B_Node_D,0.0254,5011,1002,0,0.0,Node_B,Node_D,0.189751,0.019047
Link_Node_C_Node_D,0.0151,6025,1205,0,0.0,Node_C,Node_D,0.273293,0.0
Link_Node_A_Node_B,0.0258,6309,1261,0,0.0,Node_A,Node_B,0.237168,0.025696
Link_Node_A_Node_C,0.0518,5255,868,1,0.1418,Node_A,Node_C,0.111736,0.100882
Link_Node_B_Node_D,0.0195,5011,1002,0,0.0,Node_B,Node_D,0.210627,0.0
Link_Node_C_Node_D,0.027,6025,1205,0,0.0,Node_C,Node_D,0.221639,0.029419
Link_Node_A_Node_B,0.0615,5483,1067,1,0.284,Node_A,Node_B,0.091673,0.135771
Link_Node_A_Node_C,0.0107,5754,1150,0,0.0,Node_A,Node_C,0.281524,0.0
Link_Node_B_Node_D,0.0264,5011,1002,0,0.0,Node_B,Node_D,0.186353,0.022445
Link_Node_C_Node_D,0.0537,5564,872,1,0.2914,Node_C,Node_D,0.111945,0.111541
Link_Node_A_Node_B,0.0237,6309,1261,0,0.0,Node_A,Node_B,0.246269,0.016595
Link_Node_A_Node_C,0.01,5754,1150,0,0.0,Node_A,Node_C,0.284958,0.0
Link_Node_B_Node_D,0.0138,5011,1002,0,0.0,Node_B,Node_D,0.232434,0.0
Link_Node_C_Node_D,0.0144,6025,1205,0,0.0,Node_C,Node_D,0.276607,0.0
Link_Node_A_Node_B,0.0114,6309,1261,0,0.0,Node_A,Node_B,0.304971,0.0
Link_Node_A_Node_C,0.0193,5754,1150,0,0.0,Node_A,Node_C,0.242682,0.0
Link_Node_B_Node_D,0.0209,5011,1002,0,0.0,Node_B,Node_D,0.205535,0.003263
Link_Node_C_Node_D,0.0224,6025,1205,0,0.0,Node_C,Node_D,0.240695,0.010363
Link_Node_A_Node_B,0.0175,6309,1261,0,0.0,Node_A,Node_B,0.274536,0.0
Link_Node_A_Node_C,0.0171,5754,1150,0,0.0,Node_A,Node_C,0.252121,0.0
Link_Node_B_Node_D,0.0245,5011,1002,0,0.0,Node_B,Node_D,0.192842,0.015956
Link_Node_C_Node_D,0.0155,6025,1205,0,0.0,Node_C,Node_D,0.271417,0.0
Link_Node_A_Node_B,0.0487,5421,942,1,0.1702,Node_A,Node_B,0.12515,0.095802
Link_Node_A_Node_C,0.0229,5754,1150,0,0.0,Node_A,Node_C,0.227817,0.01192
Link_Node_B_Node_D,0.0173,5011,1002,0,0.0,Node_B,Node_D,0.218825,0.0
Link_Node_C_Node_D,0.0269,6025,1205,0,0.0,Node_C,Node_D,0.222043,0.029015
Link_Node_A_Node_B,0.0243,6309,1261,0,0.0,Node_A,Node_B,0.243646,0.019218
Link_Node_A_Node_C,0.0292,5754,1150,0,0.0,Node_A,Node_C,0.203259,0.036479
Link_Node_B_Node_D,0.0276,5011,1002,0,0.0,Node_B,Node_D,0.182323,0.026475
Link_Node_C_Node_D,0.2124,2491,245,1,0.8425,Node_C,Node_D,0.0,0.095006
Link_Node_A_Node_B,0.0213,6309,1261,0,0.0,Node_A,Node_B,0.256946,0.005918
Link_Node_A_Node_C,0.0279,5754,1150,0,0.0,Node_A,Node_C,0.208191,0.031546
Link_Node_B_Node_D,0.0218,5011,1002,0,0.0,Node_B,Node_D,0.20231,0.006488
Link_Node_C_Node_D,0.0179,6025,1205,0,0.0,Node_C,Node_D,0.260396,0.0
Link_Node_A_Node_B,0.0229,6309,1261,0,0.0,Node_A,Node_B,0.249794,0.01307
Link_Node_A_Node_C,0.0127,5754,1150,0,0.0,Node_A,Node_C,0.271977,0.0
Link_Node_B_Node_D,0.0102,5011,1002,0,0.0,Node_B,Node_D,0.247323,0.0
Link_Node_C_Node_D,0.0221,6025,1205,0,0.0,Node_C,Node_D,0.241973,0.009084
Link_Node_A_Node_B,0.0187,6309,1261,0,0.0,Node_A,Node_B,0.268883,0.0
Link_Node_A_Node_C,0.0661,4907,879,1,0.1647,Node_A,Node_C,0.069841,0.131075
Link_Node_B_Node_D,0.0257,5011,1002,0,0.0,Node_B,Node_D,0.188728,0.02007
Link_Node_C_Node_D,0.0626,5167,1017,1,0.2005,Node_C,Node_D,0.083673,0.131063
Link_Node_A_Node_B,0.0277,6309,1261,0,0.0,Node_A,Node_B,0.229113,0.033751
Link_Node_A_Node_C,0.0133,5754,1150,0,0.0,Node_A,Node_C,0.269182,0.0
Link_Node_B_Node_D,0.0189,5011,1002,0,0.0,Node_B,Node_D,0.212838,0.0
Link_Node_C_Node_D,0.0243,6025,1205,0,0.0,Node_C,Node_D,0.232703,0.018354
Link_Node_A_Node_B,0.0275,6309,1261,0,0.0,Node_A,Node_B,0.229953,0.032911
Link_Node_A_Node_C,0.025,5754,1150,0,0.0,Node_A,Node_C,0.219441,0.020296
Link_Node_B_Node_D,0.0257,5011,1002,0,0.0,Node_B,Node_D,0.188728,0.02007
Link_Node_C_Node_D,0.0156,6025,1205,0,0.0,Node_C,Node_D,0.270949,0.0
Link_Node_A_Node_B,0.0128,6309,1261,0,0.0,Node_A,Node_B,0.2977,0.0
Link_Node_A_Node_C,0.0446,5390,910,1,0.2744,Node_A,Node_C,0.136055,0.082709
Link_Node_B_Node_D,0.016,5011,1002,0,0.0,Node_B,Node_D,0.223793,0.0
Link_Node_C_Node_D,0.0396,5216,913,1,0.1326,Node_C,Node_D,0.147285,0.065541
Link_Node_A_Node_B,0.0195,6309,1261,0,0.0,Node_A,Node_B,0.265167,0.0
Link_Node_A_Node_C,0.0268,5754,1150,0,0.0,Node_A,Node_C,0.212417,0.02732
Link_Node_B_Node_D,0.0252,5011,1002,0,0.0,Node_B,Node_D,0.190435,0.018363
Link_Node_C_Node_D,0.0262,6025,1205,0,0.0,Node_C,Node_D,0.224883,0.026174
Link_Node_A_Node_B,0.0286,6309,1261,0,0.0,Node_A,Node_B,0.225353,0.037511
Link_Node_A_Node_C,0.0173,5754,1150,0,0.0,Node_A,Node_C,0.25125,0.0
Link_Node_B_Node_D,0.0256,5011,1002,0,0.0,Node_B,Node_D,0.189068,0.01973
Link_Node_C_Node_D,0.0282,6025,1205,0,0.0,Node_C,Node_D,0.216824,0.034234
Link_Node_A_Node_B,0.2314,2834,270,1,0.8406,Node_A,Node_B,0.0,0.107785
Link_Node_A_Node_C,0.2348,2442,194,1,0.8397,Node_A,Node_C,0.0,0.091534
Link_Node_B_Node_D,0.2511,2134,259,1,0.9689,Node_B,Node_D,0.0,0.083096
Link_Node_C_Node_D,0.0262,6025,1205,0,0.0,Node_C,Node_D,0.224883,0.026174
Link_Node_A_Node_B,0.016,6309,1261,0,0.0,Node_A,Node_B,0.281742,0.0
Link_Node_A_Node_C,0.0257,5754,1150,0,0.0,Node_A,Node_C,0.216693,0.023044
Link_Node_B_Node_D,0.0151,5011,1002,0,0.0,Node_B,Node_D,0.227291,0.0
Link_Node_C_Node_D,0.0122,6025,1205,0,0.0,Node_C,Node_D,0.287283,0.0
Link_Node_A_Node_B,0.0254,6309,1261,0,0.0,Node_A,Node_B,0.238885,0.023979
Link_Node_A_Node_C,0.0105,5754,1150,0,0.0,Node_A,Node_C,0.2825,0.0
Link_Node_B_Node_D,0.0245,5011,1002,0,0.0,Node_B,Node_D,0.192842,0.015956
Link_Node_C_Node_D,0.0138,6025,1205,0,0.0,Node_C,Node_D,0.279477,0.0
Link_Node_A_Node_B,0.0244,6309,1261,0,0.0,Node_A,Node_B,0.243211,0.019653
Link_Node_A_Node_C,0.0634,5165,922,1,0.2479,Node_A,Node_C,0.080312,0.131056
Link_Node_B_Node_D,0.0244,5011,1002,0,0.0,Node_B,Node_D,0.193187,0.015611
Link_Node_C_Node_D,0.0111,6025,1205,0,0.0,Node_C,Node_D,0.292786,0.0
Link_Node_A_Node_B,0.0168,6309,1261,0,0.0,Node_A,Node_B,0.277879,0.0
Link_Node_A_Node_C,0.0135,5754,1150,0,0.0,Node_A,Node_C,0.268257,0.0
Link_Node_B_Node_D,0.0175,5011,1002,0,0.0,Node_B,Node_D,0.218069,0.0
Link_Node_C_Node_D,0.0204,6025,1205,0,0.0,Node_C,Node_D,0.249308,0.001749
Link_Node_A_Node_B,0.0268,6309,1261,0,0.0,Node_A,Node_B,0.232908,0.029956
Link_Node_A_Node_C,0.0517,5290,874,1,0.15,Node_A,Node_C,0.112764,0.101278
Link_Node_B_Node_D,0.0159,5011,1002,0,0.0,Node_B,Node_D,0.224179,0.0
Link_Node_C_Node_D,0.027,6025,1205,0,0.0,Node_C,Node_D,0.221639,0.029419
Link_Node_A_Node_B,0.0149,6309,1261,0,0.0,Node_A,Node_B,0.287132,0.0
Link_Node_A_Node_C,0.0172,5754,1150,0,0.0,Node_A,Node_C,0.251685,0.0
Link_Node_B_Node_D,0.026,5011,1002,0,0.0,Node_B,Node_D,0.187708,0.02109
Link_Node_C_Node_D,0.0229,6025,1205,0,0.0,Node_C,Node_D,0.238574,0.012483
Link_Node_A_Node_B,0.0281,6309,1261,0,0.0,Node_A,Node_B,0.227438,0.035426
Link_Node_A_Node_C,0.0107,5754,1150,0,0.0,Node_A,Node_C,0.281524,0.0
Link_Node_B_Node_D,0.0241,5011,1002,0,0.0,Node_B,Node_D,0.194226,0.014572
Link_Node_C_Node_D,0.0178,6025,1205,0,0.0,Node_C,Node_D,0.260847,0.0
Link_Node_A_Node_B,0.0501,5781,893,1,0.2058,Node_A,Node_B,0.126961,0.10479
Link_Node_A_Node_C,0.0215,5754,1150,0,0.0,Node_A,Node_C,0.233518,0.006219
Link_Node_B_Node_D,0.0277,5011,1002,0,0.0,Node_B,Node_D,0.181989,0.026809
Link_Node_C_Node_D,0.0211,6025,1205,0,0.0,Node_C,Node_D,0.246269,0.004788
Link_Node_A_Node_B,0.0152,6309,1261,0,0.0,Node_A,Node_B,0.285653,0.0
Link_Node_A_Node_C,0.0142,5754,1150,0,0.0,Node_A,Node_C,0.265045,0.0
Link_Node_B_Node_D,0.0205,5011,1002,0,0.0,Node_B,Node_D,0.206981,0.001817
Link_Node_C_Node_D,0.0263,6025,1205,0,0.0,Node_C,Node_D,0.224476,0.026582
Link_Node_A_Node_B,0.0225,6309,1261,0,0.0,Node_A,Node_B,0.251569,0.011295
Link_Node_A_Node_C,0.0124,5754,1150,0,0.0,Node_A,Node_C,0.273385,0.0
Link_Node_B_Node_D,0.0112,5011,1002,0,0.0,Node_B,Node_D,0.243082,0.0
Link_Node_C_Node_D,0.0244,6025,1205,0,0.0,Node_C,Node_D,0.232287,0.01877
Link_Node_A_Node_B,0.0103,6309,1261,0,0.0,Node_A,Node_B,0.310826,0.0
Link_Node_A_Node_C,0.013,5754,1150,0,0.0,Node_A,Node_C,0.270576,0.0
Link_Node_B_Node_D,0.0291,5011,1002,0,0.0,Node_B,Node_D,0.177355,0.031443
Link_Node_C_Node_D,0.0672,5718,985,1,0.1791,Node_C,Node_D,0.077877,0.154881
Link_Node_A_Node_B,0.0189,6309,1261,0,0.0,Node_A,Node_B,0.26795,0.0
Link_Node_A_Node_C,0.0116,5754,1150,0,0.0,Node_A,Node_C,0.277181,0.0
Link_Node_B_Node_D,0.0139,5011,1002,0,0.0,Node_B,Node_D,0.232034,0.0
Link_Node_C_Node_D,0.0262,6025,1205,0,0.0,Node_C,Node_D,0.224883,0.026174
Link_Node_A_Node_B,0.0228,6309,1261,0,0.0,Node_A,Node_B,0.250237,0.012627
Link_Node_A_Node_C,0.0297,5754,1150,0,0.0,Node_A,Node_C,0.201379,0.038359
Link_Node_B_Node_D,0.0192,5011,1002,0,0.0,Node_B,Node_D,0.21173,0.0
Link_Node_C_Node_D,0.016,6025,1205,0,0.0,Node_C,Node_D,0.269088,0.0
Link_Node_A_Node_B,0.0604,5468,1056,1,0.1694,Node_A,Node_B,0.094368,0.132175
Link_Node_A_Node_C,0.0194,5754,1150,0,0.0,Node_A,Node_C,0.242259,0.0
Link_Node_B_Node_D,0.021,5011,1002,0,0.0,Node_B,Node_D,0.205175,0.003623
Link_Node_C_Node_D,0.0285,6025,1205,0,0.0,Node_C,Node_D,0.215629,0.035428
Link_Node_A_Node_B,0.0274,6309,1261,0,0.0,Node_A,Node_B,0.230374,0.03249
Link_Node_A_Node_C,0.0182,5754,1150,0,0.0,Node_A,Node_C,0.247365,0.0
Link_Node_B_Node_D,0.022,5011,1002,0,0.0,Node_B,Node_D,0.201598,0.0072
Link_Node_C_Node_D,0.0204,6025,1205,0,0.0,Node_C,Node_D,0.249308,0.001749
Link_Node_A_Node_B,0.0148,6309,1261,0,0.0,Node_A,Node_B,0.287627,0.0
Link_Node_A_Node_C,0.0296,5754,1150,0,0.0,Node_A,Node_C,0.201754,0.037984
Link_Node_B_Node_D,0.012,5011,1002,0,0.0,Node_B,Node_D,0.23975,0.0
Link_Node_C_Node_D,0.0133,6025,1205,0,0.0,Node_C,Node_D,0.281893,0.0
Link_Node_A_Node_B,0.0279,6309,1261,0,0.0,Node_A,Node_B,0.228275,0.034589
Link_Node_A_Node_C,0.0251,5754,1150,0,0.0,Node_A,Node_C,0.219047,0.02069
Link_Node_B_Node_D,0.027,5011,1002,0,0.0,Node_B,Node_D,0.184331,0.024467
Link_Node_C_Node_D,0.0152,6025,1205,0,0.0,Node_C,Node_D,0.272823,0.0
Link_Node_A_Node_B,0.1899,2788,289,1,0.8708,Node_A,Node_B,0.0,0.106847
Link_Node_A_Node_C,0.026,5754,1150,0,0.0,Node_A,Node_C,0.215522,0.024216
Link_Node_B_Node_D,0.019,5011,1002,0,0.0,Node_B,Node_D,0.212468,0.0
Link_Node_C_Node_D,0.0164,6025,1205,0,0.0,Node_C,Node_D,0.267237,0.0
Link_Node_A_Node_B,0.0184,6309,1261,0,0.0,Node_A,Node_B,0.270288,0.0
Link_Node_A_Node_C,0.0288,5754,1150,0,0.0,Node_A,Node_C,0.204769,0.034968
Link_Node_B_Node_D,0.2347,2756,180,1,0.8914,Node_B,Node_D,0.0,0.101951
Link_Node_C_Node_D,0.013,6025,1205,0,0.0,Node_C,Node_D,0.283352,0.0
Link_Node_A_Node_B,0.0264,6309,1261,0,0.0,Node_A,Node_B,0.234607,0.028257
Link_Node_A_Node_C,0.0277,5754,1150,0,0.0,Node_A,Node_C,0.208956,0.030781
Link_Node_B_Node_D,0.0187,5011,1002,0,0.0,Node_B,Node_D,0.213579,0.0
Link_Node_C_Node_D,0.0121,6025,1205,0,0.0,Node_C,Node_D,0.287778,0.0
Link_Node_A_Node_B,0.0164,6309,1261,0,0.0,Node_A,Node_B,0.279804,0.0
Link_Node_A_Node_C,0.0245,5754,1150,0,0.0,Node_A,Node_C,0.221417,0.01832
Link_Node_B_Node_D,0.1992,2704,211,1,0.9291,Node_B,Node_D,0.0,0.101222
Link_Node_C_Node_D,0.1934,2946,167,1,0.889,Node_C,Node_D,0.0,0.108097
Link_Node_A_Node_B,0.0654,5502,887,1,0.2568,Node_A,Node_B,0.078968,0.142886
Link_Node_A_Node_C,0.0132,5754,1150,0,0.0,Node_A,Node_C,0.269646,0.0
Link_Node_B_Node_D,0.0178,5011,1002,0,0.0,Node_B,Node_D,0.21694,0.0
Link_Node_C_Node_D,0.0132,6025,1205,0,0.0,Node_C,Node_D,0.282378,0.0
Link_Node_A_Node_B,0.0171,6309,1261,0,0.0,Node_A,Node_B,0.276442,0.0
Link_Node_A_Node_C,0.0298,5754,1150,0,0.0,Node_A,Node_C,0.201004,0.038734
Link_Node_B_Node_D,0.0136,5011,1002,0,0.0,Node_B,Node_D,0.233235,0.0
Link_Node_C_Node_D,0.0286,6025,1205,0,0.0,Node_C,Node_D,0.215232,0.035826
Link_Node_A_Node_B,0.0213,6309,1261,0,0.0,Node_A,Node_B,0.256946,0.005918
Link_Node_A_Node_C,0.0206,5754,1150,0,0.0,Node_A,Node_C,0.237235,0.002502
Link_Node_B_Node_D,0.0122,5011,1002,0,0.0,Node_B,Node_D,0.238925,0.0
Link_Node_C_Node_D,0.2276,2720,289,1,0.9058,Node_C,Node_D,0.0,0.104486
Link_Node_A_Node_B,0.0217,6309,1261,0,0.0,Node_A,Node_B,0.255145,0.007719
Link_Node_A_Node_C,0.0169,5754,1150,0,0.0,Node_A,Node_C,0.252994,0.0
Link_Node_B_Node_D,0.0157,5011,1002,0,0.0,Node_B,Node_D,0.224953,0.0
Link_Node_C_Node_D,0.0294,6025,1205,0,0.0,Node_C,Node_D,0.212068,0.03899
Link_Node_A_Node_B,0.2358,3122,348,1,0.8615,Node_A,Node_B,0.0,0.120494
Link_Node_A_Node_C,0.0123,5754,1150,0,0.0,Node_A,Node_C,0.273857,0.0
Link_Node_B_Node_D,0.0218,5011,1002,0,0.0,Node_B,Node_D,0.20231,0.006488
Link_Node_C_Node_D,0.0103,6025,1205,0,0.0,Node_C,Node_D,0.296866,0.0
Link_Node_A_Node_B,0.0155,6309,1261,0,0.0,Node_A,Node_B,0.28418,0.0
Link_Node_A_Node_C,0.0171,5754,1150,0,0.0,Node_A,Node_C,0.252121,0.0
Link_Node_B_Node_D,0.0173,5011,1002,0,0.0,Node_B,Node_D,0.218825,0.0
Link_Node_C_Node_D,0.0209,6025,1205,0,0.0,Node_C,Node_D,0.247135,0.003923
Link_Node_A_Node_B,0.0146,6309,1261,0,0.0,Node_A,Node_B,0.288619,0.0
Link_Node_A_Node_C,0.0175,5754,1150,0,0.0,Node_A,Node_C,0.250383,0.0
Link_Node_B_Node_D,0.0256,5011,1002,0,0.0,Node_B,Node_D,0.189068,0.01973
Link_Node_C_Node_D,0.0199,6025,1205,0,0.0,Node_C,Node_D,0.251496,0.0
Link_Node_A_Node_B,0.0233,6309,1261,0,0.0,Node_A,Node_B,0.248027,0.014837
Link_Node_A_Node_C,0.0236,5754,1150,0,0.0,Node_A,Node_C,0.225002,0.014735
Link_Node_B_Node_D,0.0277,5011,1002,0,0.0,Node_B,Node_D,0.181989,0.026809
Link_Node_C_Node_D,0.0243,6025,1205,0,0.0,Node_C,Node_D,0.232703,0.018354
Link_Node_A_Node_B,0.0169,6309,1261,0,0.0,Node_A,Node_B,0.277399,0.0
Link_Node_A_Node_C,0.0117,5754,1150,0,0.0,Node_A,Node_C,0.276704,0.0
Link_Node_B_Node_D,0.0275,5011,1002,0,0.0,Node_B,Node_D,0.182656,0.026142
Link_Node_C_Node_D,0.0144,6025,1205,0,0.0,Node_C,Node_D,0.276607,0.0
Link_Node_A_Node_B,0.0572,5403,1013,1,0.205,Node_A,Node_B,0.101677,0.121115
Link_Node_A_Node_C,0.0275,5754,1150,0,0.0,Node_A,Node_C,0.209722,0.030015
Link_Node_B_Node_D,0.0264,5011,1002,0,0.0,Node_B,Node_D,0.186353,0.022445
Link_Node_C_Node_D,0.0264,6025,1205,0,0.0,Node_C,Node_D,0.224069,0.026988
Link_Node_A_Node_B,0.0229,6309,1261,0,0.0,Node_A,Node_B,0.249794,0.01307
Link_Node_A_Node_C,0.0166,5754,1150,0,0.0,Node_A,Node_C,0.254308,0.0
Link_Node_B_Node_D,0.0242,5011,1002,0,0.0,Node_B,Node_D,0.193879,0.014919
Link_Node_C_Node_D,0.0258,6025,1205,0,0.0,Node_C,Node_D,0.226516,0.024542
Link_Node_A_Node_B,0.0282,6309,1261,0,0.0,Node_A,Node_B,0.22702,0.035844
Link_Node_A_Node_C,0.0165,5754,1150,0,0.0,Node_A,Node_C,0.254747,0.0
Link_Node_B_Node_D,0.0294,5011,1002,0,0.0,Node_B,Node_D,0.176371,0.032427
Link_Node_C_Node_D,0.0161,6025,1205,0,0.0,Node_C,Node_D,0.268624,0.0
Link_Node_A_Node_B,0.0281,6309,1261,0,0.0,Node_A,Node_B,0.227438,0.035426
Link_Node_A_Node_C,0.0251,5754,1150,0,0.0,Node_A,Node_C,0.219047,0.02069
Link_Node_B_Node_D,0.2174,2232,258,1,0.9709,Node_B,Node_D,0.0,0.086464
Link_Node_C_Node_D,0.0198,6025,1205,0,0.0,Node_C,Node_D,0.251936,0.0
Link_Node_A_Node_B,0.0119,6309,1261,0,0.0,Node_A,Node_B,0.302352,0.0
Link_Node_A_Node_C,0.0217,5754,1150,0,0.0,Node_A,Node_C,0.232698,0.00704
Link_Node_B_Node_D,0.021,5011,1002,0,0.0,Node_B,Node_D,0.205175,0.003623
Link_Node_C_Node_D,0.0277,6025,1205,0,0.0,Node_C,Node_D,0.218823,0.032235
Link_Node_A_Node_B,0.0226,6309,1261,0,0.0,Node_A,Node_B,0.251124,0.01174
Link_Node_A_Node_C,0.0131,5754,1150,0,0.0,Node_A,Node_C,0.27011,0.0
Link_Node_B_Node_D,0.014,5011,1002,0,0.0,Node_B,Node_D,0.231635,0.0
Link_Node_C_Node_D,0.0107,6025,1205,0,0.0,Node_C,Node_D,0.294817,0.0
Link_Node_A_Node_B,0.0158,6309,1261,0,0.0,Node_A,Node_B,0.282715,0.0
Link_Node_A_Node_C,0.0248,5754,1150,0,0.0,Node_A,Node_C,0.22023,0.019507
Link_Node_B_Node_D,0.0218,5011,1002,0,0.0,Node_B,Node_D,0.20231,0.006488
Link_Node_C_Node_D,0.0158,6025,1205,0,0.0,Node_C,Node_D,0.270017,0.0
Link_Node_A_Node_B,0.0106,6309,1261,0,0.0,Node_A,Node_B,0.309216,0.0
Link_Node_A_Node_C,0.0285,5754,1150,0,0.0,Node_A,Node_C,0.205906,0.033831
